Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J	Gene names
O22683	reviewed		CYN At3g23490 MEE5.3
Q9SZ58	reviewed		BAT1 DRL1 PIZ At4g31910 F10N7.280 F11C18.110
Q8W4L3	reviewed		BSK3 At4g00710 F6N23.9
Q17TI5	reviewed		BRX At1g31880 F5M6.11
F4HU55	reviewed		BSK4 At1g01740 T1N6.15
Q9LR78	reviewed		BSU1 At1g03445 F21B7.7
Q9CAT7	reviewed		At1g73230 T18K17.10
Q9SN73	reviewed		BSD2 At3g47650 F1P2.200
Q94BN0	reviewed		BT2 At3g48360 T29H11.120
Q8LGE9	reviewed		At5g41760 K16L22.3
Q9SIW1	reviewed		BLH7 At2g16400 F16F14.10
P42792	reviewed		MT-CYB COB CYTB MTCYB AtMg00220; At2g07727
F4I878	reviewed		BLT At1g64690 F13O11.1 F1N19.26
Q9LV09	reviewed		BOB1 At5g53400 MYN8.1
Q9XI23	reviewed		BOR4 At1g15460 F9L1.41
O80996	reviewed		BRIZ2 At2g26000 T19L18.19
Q94JY4	reviewed		BRK1 At2g22640 T9I22.8
Q7Y1C5	reviewed		BRCA2A BRCA5(IV) At4g00020/At4g00010 F6N15.14/F6N15.15
Q9FHD7	reviewed		BSK8 At5g41260 K1O13.5
Q9SHS7	reviewed		BSL3 At2g27210 T22O13.2
B9DGI8	reviewed		BZIP63 BZO2H3 At5g28770 T32B20.4
O22806	reviewed		BUBR1 MAD3 At2g33560 F4P9.33
Q93Z79	reviewed		CYP714A1 ELA1 At5g24910 F6A4.120
Q9C7P1	reviewed		At1g29600/At1g29610 F15D2.17/F15D2.18
Q8VY76	reviewed		BZIP19 At4g35040 M4E13.100
Q6NPN3	reviewed		At5g18550 T28N17.30
Q9FKR9	reviewed		ZFWD3 At5g40880 MHK7.11
Q9SD34	reviewed		At3g51120 F24M12.160
Q9LY74	reviewed		VTE3 APG1 IE37 At3g63410 MAA21.40
Q7Y1C4	reviewed		BRCA2B BRCA2(V) At5g01630 F7A7.150
O22476	reviewed		BRI1 At4g39400 F23K16.30
Q9C878	reviewed		BRN1 NAC015 At1g33280 T16O9.16
Q8GZ26	reviewed		BRN2 At1g03457 F21B7.8
Q8H183	reviewed		PYD3 BETA-UP At5g64370 MSJ1.21
F4HVS0	reviewed		At1g74770 F25A4.26 F25A4.27
Q9C701	reviewed		BUB3.2 At1g49910 F10F5.12 T18C15.2
Q84LG2	reviewed		BZIP68 At1g32150 F3C3.7
Q9FUD3	reviewed		BZIP9 BZO2H2 At5g24800 F6A4.10
Q9FGY1	reviewed		BXL1 XYL1 At5g49360 K7J8.3
Q9ZWA1	reviewed		TZF4 At1g03790 F11M21.28
Q9FNZ1	reviewed		ZFWD2 At5g51980 MSG15.6
E0X9N4	reviewed		At3g63550
Q9STK8	reviewed		CYP71A25 At3g48280 T29H11.200
Q8L7S3	reviewed		At2g28450 T1B3.3
Q9ZW36	reviewed		At2g29580 F16P2.4
Q9ZVT9	reviewed		At1g03370 F15K9.2
Q9FNG6	reviewed		At5g06420 MHF15.6
O65784	reviewed		CYP71B5 At3g53280 T4D2.200
P58051	reviewed		CYP71B14 At5g25180 F21J6.102
Q9LW27	reviewed		CYP71B15 PAD3 At3g26830 MDJ14.15
Q9LTM0	reviewed		CYP71B23 At3g26210 MTC11.12
Q9LVY7	reviewed		CYP716A1 At5g36110 MAB16.5
Q9SAE3	reviewed		CYP71B28 At1g13090 F3F19.11
Q9LIP6	reviewed		CYP71B34 At3g26300 F20C19.2
Q9ASS7	reviewed		CAT2 At1g58030 T15M6
Q9SHH0	reviewed		CAT8 At1g17120 F20D23.19
O64637	reviewed		CYP76C2 YLS6 At2g45570 F17K2.10
Q9FNJ9	reviewed		At5g22620 MDJ22.4
O23066	reviewed		CYP86A2 ATT1 At4g00360 A_IG005I10.21 F5I10.21
Q94IA6	reviewed		CYP90D1 At3g13730 MMM17.15
Q9LDA9	reviewed		At1g23400 F26F24.27 F28C11.4
Q9S9P2	reviewed		CAF1-2 At1g15920 T24D18.2
Q9LXM4	reviewed		CAF1-8 At3g44240 T10D17_30
P94017	reviewed		At1g14910 F10B6.32
O23702	reviewed		AN DOQ At1g01510 F22L4.6
Q8S897	reviewed		BLH5 At2g27220 T22O13.1
Q941L3	reviewed		BON1 CPN1 At5g61900 K22G18.2
Q93Z13	reviewed		BOR3 At3g06450 F24P17.6
Q9SSG5	reviewed		BOR5 At1g74810 F25A4.22 F9E10.34
Q3E954	reviewed		BOR6 At5g25430 F18G18.170
Q9SUU1	reviewed		BOR7 At4g32510 F8B4.210
Q9FHE4	reviewed		BRG1 At5g45100 K17O22.9
F4IDI6	reviewed		BRG2 At1g79110 YUP8H12R.27
Q9LDD1	reviewed		BRG3 At3g12920 MGH6.3
F4HXZ1	reviewed		BRO1 ALIX SPHR1 At1g15130 F9L1.7
Q6EVK6	reviewed		BRM CHR2 At2g46020 F4I18 T3F17.33
Q9SUV1	reviewed		BT1 EMB104 EMB42 SHS1 At4g32400 F8B4.100
Q9SMW7	reviewed		BTF3 At1g17880 F2H15.11
Q9LJY5	reviewed		CYP705A22 GPS1 At3g20130 MAL21.16
Q9LZP8	reviewed		BZIP53 At3g62420 T12C14.120
Q9CA46	reviewed		BZIP8 At1g68880 F14K14.1
Q9FLG1	reviewed		BXL4 At5g64570 MUB3.9
Q9C9N3	reviewed		At1g66810 F4N21.6
Q9C9F5	reviewed		At1g68200 T22E19.17
Q9SJ41	reviewed		At2g05160 F5G3.6
Q8GX84	reviewed		At1g01350 F6F3.14
Q94C33	reviewed		At3g51180 F24M12.220
O48772	reviewed		ZFN2 At2g32930 T21L14.13
Q9LMX7	reviewed		CYP78A5 KLU At1g13710 F21F23.15
P58050	reviewed		CYP71B13 At5g25140 T11H3.150
O65790	reviewed		CYP81F1 CYP91A2 At4g37430 F6G17.80
Q9ZV29	reviewed		CYP710A3 At2g28850 F8N16.14
Q9LTM4	reviewed		CYP71B19 At3g26170 MTC11.8
Q9SZU1	reviewed		CYP81F4 At4g37410 F6G17.60
Q9LIP3	reviewed		CYP71B37 At3g26330 F20C19.5
Q9LJY7	reviewed		CYP705A20 At3g20110 MAL21.15
Q8W4K3	reviewed		CAT4 At3g03720 F20H23.25
O80683	reviewed		CAMBP25 VQ15 At2g41010
Q9CA60	reviewed		CYP98A9 At1g74550 F1M20.23
O49340	reviewed		CYP71A12 At2g30750 T11J7.14
Q9CAI3	reviewed		CAD1 CADG At1g72680 F28P22.13
Q9STL1	reviewed		CYP71A22 At3g48310 T29H11_170
A0MFS9	reviewed		At1g73020 F3N23.22
Q9SJ25	reviewed		CAD2 CAD7 CADE LCAD-E At2g21730 F7D8.5
Q93XX4	reviewed		NTMC2T6.1 At1g53590 F22G10.28 T3F20.10
Q9FL40	reviewed		At5g07060 MOJ9.23
O65787	reviewed		CYP71B6 At2g24180 F27D4.9
Q0WQ07	reviewed		CYP705A1 At4g15330 dl3710c FCAALL.270
Q9FG65	reviewed		CYP81D1 CYP91A1 At5g36220 T30G6.3
Q9ZU07	reviewed		CYP71B12 At5g25130 F21J6.2
Q9LVD6	reviewed		CYP81F2 IGM1 At5g57220 MJB24.3
Q9LTM2	reviewed		CYP71B21 At3g26190 MTC11.10
Q501D8	reviewed		CYP79B3 At2g22330 T26C19.1
Q9LTL0	reviewed		CYP71B26 At3g26290 MTC11.22
Q9ZSY9	reviewed		CYP74B2 HPL1
Q9SCN2	reviewed		CYP71B31 At3g53300 T4D2.220
Q42600	reviewed		CYP84A1 FAH1 At4g36220 F23E13.110
Q9LUC8	reviewed		CYP72A13 At3g14660 MIE1.16
Q9C5D6	reviewed		CAT9 At1g05940 T21E18.1
Q9ZUX1	reviewed		CYP94C1 At2g27690 F15K20.21
Q42602	reviewed		CYP89A2 CYP89 At1g64900 F13O11.20
Q9LZ31	reviewed		CYP77A4 At5g04660 T1E3.20
Q01667	reviewed		LHCA1 CAB6 At3g54890 F28P10.130
O64989	reviewed		CYP90B1 DWF4 At3g50660 T3A5.40
F4JV59	reviewed		CABIN1 At4g32820 T16I18.30
P58046	reviewed		CYP71A15 At5g24950 F6A4_160
Q9SAB6	reviewed		CYP71A18 At1g11610 F25C20.24
Q9T0K0	reviewed		CYP71A19 At4g13290 T9E8.30
O65621	reviewed		CAD6 CAD3 CADA LCAD-A At4g37970 F20D10.90
Q9SJ10	reviewed		CAD3 CAD8 LCAD-F At2g21890 F7D8.21
P0DH98	reviewed		CAM3 At3g56800 T8M16.130
Q9SHJ3	reviewed		CALS7 GSL7 At1g06490 F12K11.17
Q9ZUZ2	reviewed		CRK3 CaMK4 CK At2g46700 T3A4.8
Q9FIM9	reviewed		CRK4 CP4 At5g24430 K16H17.14
Q9LET1	reviewed		CRK7 At3g56760 T8M16.90
Q8S9J8	reviewed		At4g32285 F10M6.80
Q9ZVF1	reviewed		CAR10 At2g01540 F2I9.16
Q9M9G7	reviewed		At1g71790 F14O23.17
Q9S7J9	reviewed		CAR9 At1g70790 F15H11.4 F5A18.3
Q9LXF3	reviewed		CASP5 At5g15290 F8M21_180
F4IVI0	reviewed		BUB1 At2g20635 F23N11.4
Q9M1G6	reviewed		BZIP25 BZO2H4 At3g54620 T14E10.190
Q9LN63	reviewed		BZR2 BES1 BIS1 At1g19350 F18O14_4
Q9SI15	reviewed		BZIP2 FTM3 GBF5 At2g18160
O22763	reviewed		BZIP10 BZO2H1 At4g02640 T10P11.9
Q9FH61	reviewed		At5g66270 K1L20.5
Q9SD61	reviewed		At3g47120 F13I12.170
Q9STM4	reviewed		At3g48440 T29H11.40
O82307	reviewed		At2g25900 F17H15.7
O65785	reviewed		CYP71B3 At3g26220 MTC11.13
Q96514	reviewed		CYP71B7 At1g13110 F3F19.13
P58049	reviewed		CYP71B11 At5g25120 T11H3.130
Q9SLP1	reviewed		CYP78A9 At3g61880 F21F14.50
Q9FUY7	reviewed		CYP79F2 At1g16400 F3O9.20
O65782	reviewed		CYP83B1 ATR4 RED1 RNT1 RUNT1 SUR2 At4g31500 F3L17.70
Q84MA5	reviewed		CAT1 AAT1 At4g21120 F7J7.60
Q9SMP5	reviewed		CYP94B3 At3g48520 T8P19.30
O64638	reviewed		CYP76C3 At2g45580 F17K2.11
Q9CAD6	reviewed		CYP86A7 At1g63710 F24D7.10
Q9FMY1	reviewed		CYP86B1 At5g23190 MKD15.5
Q42569	reviewed		CYP90A1 CPD CYP90 At5g05690 MJJ3.9
Q9T0K2	reviewed		CYP71A20 At4g13310 T9E8.50
Q9STL2	reviewed		CYP71A21 At3g48320 T29H11.160
Q9LJL9	reviewed		CRK2 CaMK2 At3g19100 MVI11.1
F4IH31	reviewed		CAN2 At2g40410 T3G21.18
Q9MAH0	reviewed		PPC1 p107 At1g53310 F12M16.21
Q9MBA1	reviewed		CAO CHL At1g44446 T18F15.7
Q9SA65	reviewed		At1g03050 F10O3.13
O82631	reviewed		At3g05520 F22F7.3
Q8LBH2	reviewed		At2g01600 F2I9.22 T8O11.1
O81831	reviewed		KRP1 At4g27280 M4I22.90
Q9XEE2	reviewed		ANN2 ANNAT2 At5g65020 MXK3.27
Q9SE45	reviewed		ANN3 ANNAT3 At2g38760 T6A23.4
Q9M9A8	reviewed		APCB1 At1g49050 F27J15.15
Q43295	reviewed		APK1 AKN1 At2g14750 F26C24.11 T6B13.1
Q9S7D8	reviewed		APS4 At5g43780 MQD19.13
P40602	reviewed		APG At1g20130 T20H2.9
Q9ZPE9	reviewed		APRL6 At4g08930 T3H13.4
Q9ZTA2	reviewed		AOP2 At4g03060 T4I9.6
Q93YR9	reviewed		ARF16 At4g30080 F6G3.110
Q9C8N7	reviewed		ARF22 At1g34390 F7P12.6
Q9M8M7	reviewed		WIN1 At1g80600 T21F11.7
Q84JT7	reviewed		ARID1 At2g46040 T3F17.31
Q9SKC2	reviewed		ARI11 At2g31780 F20M17.18
C0SUW7	reviewed		ARID6 At1g20910 F9H16.11
Q9FFN9	reviewed		ARI13 At5g63750 MBK5.23
Q9M9G6	reviewed		CSTF64 ESP1 At1g71800 F14O23.18
Q8GUP1	reviewed		CSTF77 At1g17760 F11A6.10
O64862	reviewed		NCS6 CTU1 At2g44270 F4I1.8
Q8RWY7	reviewed		CYP95 CYPRS92 At4g32420 F8B4.120
Q9LYN8	reviewed		EMS1 ESP EXS At5g07280 T28J14.220
Q8H0X6	reviewed		CYS6 At3g12490 MQC3.31 T2E22.19
Q8GW31	reviewed		DCP2 TDT At5g13570 MSH12.3
Q9FKS5	reviewed		CYC12 At5g40810 MHK7.4
P29380	reviewed		CC-1
O22704	reviewed		CB5LP CB5-F At1g60660 F8A5.18
Q9LY75	reviewed		CYP63 CYPRS64 At3g63400 MAA21.30
Q9LSU6	reviewed		SAMDC3 At3g25570 MWL2.23
Q05609	reviewed		CTR1 At5g03730 F17C15_150
Q6NL24	reviewed		ECHIA At4g16210 dl4145c
Q8LGH4	reviewed		CUL4 At5g46210 MDE13.3
Q42342	reviewed		CYTB5-E B5-A CB5-A CB5-E At5g53560 MNC6.10
Q9C566	reviewed		CYP40 SQN At2g15790 F19G14.21
Q9SXS7	reviewed		CYSD2 OAS6 At5g28020 F15F15.90
Q9LJA0	reviewed		OASA2 OAS4 At3g22460 F16J14.2
Q05999	reviewed		D6PKL3 PK7 At3g27580 MMJ24.14
O65628	reviewed		CTU2 NCS2 At4g35910 T19K4.40
F4KHG6	reviewed		CTPA1 At5g46390 MPL12.19
O23614	reviewed		CTPA2 At4g17740 dl4905c FCAALL.169
O04616	reviewed		CURT1A At4g01150 A_IG002N01.18 F2N1.18
Q8LDD3	reviewed		CURT1D At4g38100 F20D10.220
F4IW10	reviewed		MEFG2 At2g45030 T14P1.16
Q9LZX6	reviewed		DHDPS1 DHDPS DHPS1 At3g60880 T4C21_290
Q9FVC8	reviewed		DHDPS2 At2g45440 F4L23.5
Q9T0G2	reviewed		CYTC-2 At4g10040 T5L19.170
Q8LDR3	reviewed		CYP23 CYP23-1 At1g26940 T2P11.13
Q9S757	reviewed		CYSC1 OAS5 At3g61440 F2A19.40
P47998	reviewed		OASA1 OAS1 OASS OLD3 At4g14880 dl3480c
Q39080	reviewed		DAD1 At1g32210 F3C3.14
O22622	reviewed		DAD2 At2g35520 T32F12.10
P82869	reviewed		CYP37 At3g15520 MJK13.18
Q6Q151	reviewed		CYP59 At1g53720 F22G10.24
Q8LC76	reviewed		CYS7 At5g05110 MUG13.3
Q9LK29	reviewed		CYC11 At3g27240 K17E12.6
P56771	reviewed		petA AtCg00540
Q93V74	reviewed		CYCLASE1 At4g34180 F10M10.6
Q94JT5	reviewed		CYCLASE2 At4g35220 F23E12.220
Q94LA9	reviewed		CYCLASE3 At1g44542 T18F15.4
Q9ZVJ4	reviewed		CYP22 CYP22-1 At2g38730 T6A23.7
Q9S6Z7	reviewed		CYSD1 OAS3 At3g04940 T9J14.11
Q9C641	reviewed		MEFG1 At1g45332 F2G19.2
Q9FJ82	reviewed		DAPB3 CRR1 At5g52100 MSG15.20
Q8L4J2	reviewed		CSTF50 At5g60940 MSL3.60
Q9MA41	reviewed		CTL1 ARM ELP1 ERH2 HOT2 POM1 At1g05850 T20M3.12
P93009	reviewed		CUTA At2g33740 T1B8.5
O64640	reviewed		CXE8 At2g45600 17K2.13
Q3MK94	reviewed		ECT1 At3g03950 T11I18.6
Q9LJE5	reviewed		ECT2 At3g13460 MRP15.12
Q84Y18	reviewed		CXIP4 At2g28910 F8N16.20
Q9SMN0	reviewed		CXE12 At3g48690 T8P19.200
Q9LFR7	reviewed		CXE17 At5g16080 F1N13.220
Q94AF9	reviewed		At3g05165 T12H1.13
Q8VZT3	reviewed		SUGTL5 At3g05400 F22F7.16
Q9LTP6	reviewed		At3g20460 MQC12.5
Q93ZT5	reviewed		EDL3 At3g63060 T20O10.160
F4K3G5	reviewed		EDM2 At5g55390 MTE17.10
Q9ZNV4	reviewed		CYTB5-C CB5-C At2g46650 T3A4.3
Q84WT8	reviewed		CYS4 At4g16500 dl4275c FCAALL.171
O22682	reviewed		CS26 At3g03630 T12J13.9
Q9SK87	reviewed		At1g22440 F12K8.21
P51566	reviewed		AFC1 AME2 At3g53570 F4P12_270
Q9M224	reviewed		At3g60350 T8B10.10
Q9LPK7	reviewed		AEE10 AMPBP10 At1g21530 F24J8.13
O49447	reviewed		AAC3 ANT3 At4g28390 F20O9.60
Q9FJK3	reviewed		AGL80 FEM111 At5g48670 K15N18.16
Q8S2W4	reviewed		AGP23 At3g57690 F15B8.120
Q7XJK6	reviewed		AGL36 At5g26650 F21E10.10
Q9LM46	reviewed		AGL104 At1g22130 F2E2.20
Q9FKK2	reviewed		AGL62 At5g60440 MUF9.24
Q9M7Q2	reviewed		ABF4 AREB2 BZIP38 At3g19290 MVI11.7
Q9M0S4	reviewed		AGP10 At4g09030 F23J3.60
Q9LVC0	reviewed		AGP14 At5g56540 MKN22.5
Q8GWW7	reviewed		AIH EMB1873 At5g08170 T22D6.110
A2RVS4	reviewed		AIG2LC At4g31310 F8F16.130
A8MRP2	reviewed		AIG2LD At2g24390 T28I24.12
Q8RXD3	reviewed		AIP2 At5g20910 F22D1.80
Q3S4A7	reviewed		AHK5 CKI2 At5g10720 MAJ23.80
Q0WUC5	reviewed		ALB3L3 At3g44370/At3g44360 T22K7_50/T22K7_40
Q8VYJ2	reviewed		AHL1 At4g12080 F16J13_150
Q9SU63	reviewed		ALDH2B4 ALDH2 At3g48000 T17F15.130
Q9LYU8	reviewed		AK1 AK AK-LYS1 At5g13280 T31B5.100
Q67YS6	reviewed		ALIS2 At5g46150 MCL19.21
Q9SRM9	reviewed		ALMT8 At3g11680 T19F11.8
Q3E9Z9	reviewed		ALMT11 At4g17585 FCAALL.48
Q9LNJ0	reviewed		CNGC10 ACBK1 At1g01340 F6F3.13
Q9SKD6	reviewed		CNGC11 At2g46440 F11C10.13
Q9SJA4	reviewed		CNGC14 At2g24610 F25P17.9
Q9SU64	reviewed		CNGC16 At3g48010 T17F15.120
O65718	reviewed		CNGC2 DND1 At5g15410 T20K14_20
Q8RWS9	reviewed		CNGC5 At5g57940 MTI20.20
Q9S9N5	reviewed		CNGC7 At1g15990 T24D18.9
Q93WX6	reviewed		NFS2 CpNIFS CpNIFS1 At1g08490 T27G7.17
Q3E6S9	reviewed		CpNIFS3 At5g26600 F21E10
Q9C7D7	reviewed		At3g12180 F28J15.3
F4JU70	reviewed		COAC2 At4g26180 F20B18.290 T25K17.6
Q01908	reviewed		ATPC1 At4g04640 T19J18.4
P56760	reviewed		atpH AtCg00140
Q9C827	reviewed		At1g52360 F19K6.16
O04500	reviewed		COBL6 At1g09790 F21M12.17 F21M12_18
Q8GZ17	reviewed		COBL7 SEB1 At4g16120 dl4100c
Q96251	reviewed		At5g13450 T22N19.100
P0CB22	reviewed		ATX2 SDG30 SET30 At1g05830 T20M3.10
Q94KT8	reviewed		COB At5g60920 MSL3.40
Q9C5X4	reviewed		ATX1 SDG27 SET27 TRX1 At2g31650 T9H9.17
Q9M364	reviewed		ATX3 SDG14 SET14 At3g61740 F15G16.130
Q9SUH5	reviewed		AUG8 QWRF8 REN2 At4g30710 T10C21.60
Q8GZ42	reviewed		ATX5 SDG29 SET29 At5g53430 MYN8.4
Q9FWS1	reviewed		AUL1 At1g75310 F1B16.14 F22H5.15
Q0WQE7	reviewed		AUG3 At5g48520 MJE7.16
Q9SU08	reviewed		AUXI1 At4g12780 T20K18.130
Q1PER9	reviewed		AVT1G At3g09330 F3L24.20
Q9LFE3	reviewed		AVT1H At5g16740 F5E19.80
Q9FZ33	reviewed		AXR4 At1g54990 F14C21.51 T24C10.10
Q9ZUY6	reviewed		AXS1 At2g27860 F15K20.4
Q9SSW2	reviewed		AZF2 ZF2 At3g19580 MMB12.27 MMB12.4
Q9SSW0	reviewed		AZF3 ZF3 At5g43170 MMG4.21
Q9SRK7	reviewed		AZG1 At3g10960 F9F8.22
Q84MA8	reviewed		AZG2 At5g50300 K6A12.16
Q9SRW7	reviewed		APK3 At3g03900 F20H23.5 T11I18.1
F4I8U2	reviewed		APS2 At1g05610 F3F20.6
Q56X52	reviewed		AOX4 IM PTOX At4g22260 T10I14_90
Q9SUS3	reviewed		BETAB-AD At4g11380 F8L21.170
P92980	reviewed		APR3 PRH26 At4g21990 F1N20.90
Q9SJW6	reviewed		ARPC1B At2g31300 F16D14.14
Q8LGI3	reviewed		ARPC2A DIS2 At1g30825 T17H7.13
Q6DBG8	reviewed		ARAD1 At2g35100 T4C15
Q9ZUR7	reviewed		At2g37500 F3G5.29
Q9SKC4	reviewed		ARI10 At2g31760 F20M17.20
Q940Y3	reviewed		ARID3 At2g17410 F5J6.17
Q84RQ9	reviewed		ARI12 At1g05880 T20M3.15
Q93Y31	reviewed		ARL8B ARLA1D At5g67560 K9I9.13
Q9FFP1	reviewed		ARI14 At5g63730 MBK5.21
Q8W4C8	reviewed		ARL8C ARLA1A At5g37680 K12B20.15
O22213	reviewed		CKX1 At2g41510 T32G6.3
Q9FUJ3	reviewed		CKX2 At2g19500 F3P11.10
Q9FUJ2	reviewed		CKX4 At4g29740 T16L4.250
Q940R4	reviewed		At4g16563 dl4305c
Q9LS40	reviewed		ASPG1 At3g18490 MYF24.22
Q9LHE3	reviewed		ASPG2 At3g20015 MZE19.7
Q0WLB5	reviewed		CHC2 CHC1 At3g08530 F17O14.1 T8G24.1
Q8GXG1	reviewed		At3g16150 MSL1.19
Q9SKU1	reviewed		At2g20760 F5H14.27
O04209	reviewed		CLC2 At2g40060 T28M21.22
Q9LX20	reviewed		At5g10080 T31P16.70
P92942	reviewed		CLC-B CBSCLC7 At3g27170 MYF5.4
Q96282	reviewed		CLC-C CBSCLC4 At5g49890 K9P8.3
Q8GX93	reviewed		CLC-E CBSCLC3 At4g35440 F15J1.10 F23E12.10
Q3ECD6	reviewed		CLE1 At1g73165 F3N23
Q3EDI6	reviewed		CLE20 At1g05065 T7A14
O04547	reviewed		CLE26 At1g69970 F20P5.29
O49519	reviewed		CLE2 At4g18510 F28J12.170
Q6IWA9	reviewed		CLE45 At1g69588 F24J1
Q8LDN4	reviewed		CLE46 At5g59305 MNC17
Q9M7I7	reviewed		CLH2 At5g43860 MQD19.22
Q9STG3	reviewed		At3g46910 T6H20.60
Q9SZ75	reviewed		At4g12100 F16J13.170
Q9LNC5	reviewed		CLO GFA1 MEE5 VAJ-1 At1g06220 F9P14.8
Q9SR06	reviewed		CLPS3 At3g04680 F7O18.15
F4JVJ1	reviewed		CLPB2 CLPB4 At4g14670 dl3375w FCAALL.285
Q9SXJ7	reviewed		CLPC2 HSP93-III At3g48870 T21J18.140
P42762	reviewed		CLPD ERD1 SAG15 At5g51070 K3K7.27
P56772	reviewed		clpP1 ClpP AtCg00670
F4HRV8	reviewed		ASY1 At1g67370/At1g67380 F1N21.19/F1N21.20
F4JTJ9	reviewed		ASY2 At4g32200 F10M6.160
Q9SAA2	reviewed		CLPP6 NCLPP1 NCLPP6 At1g11750 F25C20.10
Q93VB2	reviewed		ATG18A PEUP2 At3g62770 F26K9_200
O04035	reviewed		At1g08940 F7G19.18
Q9MAA2	reviewed		At3g05170 T12H1.14
Q9C8Y4	reviewed		AAF ATA15 At1g66330 T27F4.8
Q9M1K9	reviewed		TA1 At3g42960 F18P9.120
Q9SFB3	reviewed		ATAB2 At3g08010 F17A17.35
Q9M276	reviewed		ATHB-12 At3g61890 F21F14.60
Q9SX29	reviewed		CPLS1 CLPT At1g68660 F24J5.10 F24J5.4
O23208	reviewed		ATHB-40 At4g36740 C7A10.620
Q9ZWC6	reviewed		ATB At1g55590 F20N2.2
Q9FYE3	reviewed		ACA3 At5g04180 F21E1.100
F4HUC4	reviewed		ACA5 At1g08065 T6D22.30
Q8L817	reviewed		ACA7 At1g08080 T6D22.16
Q9FFI2	reviewed		ATG5 APG5 At5g17290 MKP11_14
Q9XEB5	reviewed		ATG8B APG8B At4g04620 F4H6.14
Q9SL04	reviewed		ATG8D APG8D At2g05630 T20G20.2
Q8VYK7	reviewed		ATG8F APG8F At4g16520 dl4285c FCAALL.383
Q8RUS5	reviewed		ATG9 APG9 At2g31260
P48731	reviewed		ATH1 At4g32980 F26P21.100
P46667	reviewed		ATHB-5 At5g65310 MNA5.4
P46668	reviewed		ATHB-6 At2g22430 F14M13.17
P46897	reviewed		ATHB-7 At2g46680 T3A4.6
Q8GXM7	reviewed		ATHB-X At1g70920 F15H11_25
O82775	reviewed		ATI1 At2g45980
Q8VY98	reviewed		ATI2 At4g00355 A_IG005I10.20 F5I10.20
P0C034	reviewed		ATL10 At1g49220 F27J15.37
Q84W40	reviewed		ATL11 At1g72200 T9N14.11
Q9SL78	reviewed		ATL12 At2g20030 T2G17.17
Q940Q4	reviewed		ATL13 At4g30400 F17I23.260
Q9M0C3	reviewed		ATL14 At4g30370 F17I23.290
Q9SK92	reviewed		ATL15 At1g22500 F12K8.15
Q9C919	reviewed		ATL19 At1g53010 F14G24.29 F8L10.17
Q8L9T5	reviewed		ATL2 At3g16720 MGL6.19
Q9FIR0	reviewed		ATL30 At5g46650 MZA15.5
Q9M0R5	reviewed		ATL36 At4g09120 F23J3.150 T8A17.6
Q9M0R4	reviewed		ATL37 At4g09130 F23J3.160 T8A17.9
O64762	reviewed		ATL38 At2g34990 F19I3.22
Q7X843	reviewed		ATL48 At3g48030 T17F15.100
Q9ZV53	reviewed		ATL49 MEE16 At2g18650 MSF3.3
Q9LY41	reviewed		ATL4 RHX1A At3g60220 F27H5_10
P0C041	reviewed		ATL53 At4g17905 T6K21.90
Q9SN27	reviewed		ATL59 At4g10160 F28M11.80 T9A4.20
Q9LJL6	reviewed		ATL62 At3g19140 MVI11.4
O22255	reviewed		ATL64 At2g47560 T30B22.14
Q9FL42	reviewed		ATL69 At5g07040 MOJ9.21
Q8RXX9	reviewed		ATL6 At3g05200 T12H1.17
Q6NML0	reviewed		ATL76 At1g49210 F27J15.3
Q9LS99	reviewed		ATL77 At3g18773 MVE11.14
O64763	reviewed		ATL9 At2g35000 F19I3.23
Q8RWU4	reviewed		ATML1 At4g21750 F17L22.210
Q9M3G7	reviewed		ATM At3g48190 T24C20.70
P92547	reviewed		ATP6-2 AtMg01170
O49139	reviewed		CMT1 At1g80740 F23A5.9
Q9FY74	reviewed		CAMTA1 CMTA1 SR2 At5g09410 T5E8.210
Q8GSA7	reviewed		CAMTA3 CMTA3 SARD3 SR1 At2g22300 T26C19.4
O81223	reviewed		CBL4 SOS3 At5g24270 MOP9.8
Q7FRS8	reviewed		CBL10 At4g33000 F26P21_120
Q9SJ12	reviewed		At2g21870 F7D8.19
P60112	reviewed		ATP9 AtMg01080
F4HW79	reviewed		COAC1 At1g14560 T5E21.6
Q9ZPV8	reviewed		COAD PPAT At2g18250 T30D6.24
Q9ASU1	reviewed		DGAT2 At3g51520 F26O13.160
Q9S9V0	reviewed		CPK31 At4g04695 T19J18.7
O49639	reviewed		CDS2 At4g22340 T10I14.170
Q6XBF8	reviewed		CDR1 At5g33340 F19N2.60
Q9S7D1	reviewed		DGD1 At3g11670 T19F11.7
Q66LG9	reviewed		CENPC At1g15660 T16N11.16
Q9FGL5	reviewed		CEPR1 XIP1 At5g49660 MNI5.4
Q9ZNV5	reviewed		CEN ATC At2g27550 F10A12.22 F15K20.35
Q9SVM9	reviewed		CER26 At4g13840 F18A5.230
Q8RWG2	reviewed		HCF107 MBB1 At3g17040 K14A17.11
A8R7E6	reviewed		CERK1 LYK1 RLK1 At3g21630 MIL23.20
Q5BPS3	reviewed		DOR At2g31470 T28P16.4
Q9M8U1	reviewed		CML18 CAM15 At3g03000 F13E7.5
O23184	reviewed		CML19 CEN2 At4g37010 AP22.11 C7A10.350
Q9LX26	reviewed		CML1 At3g59450 F25L23.310
