Entry	Entry name	Status	Protein names	Gene names
Q9T053	PLDG1_ARATH	reviewed	Phospholipase D gamma 1 (AtPLDgamma1) (PLD gamma 1) (EC 3.1.4.4) (Choline phosphatase) (Lecithinase D) (Lipophosphodiesterase II)	PLDGAMMA1 At4g11850 T26M18.60
Q8LE63	Q8LE63_ARATH	unreviewed	FAM63A-like protein (DUF544)	At4g11860 T26M18.70 T26M18_70
Q38838	AGL14_ARATH	reviewed	Agamous-like MADS-box protein AGL14 (Protein XAANTAL 2)	AGL14 XAL2 At4g11880 T26M18.90
B3H4R6	B3H4R6_ARATH	unreviewed	Protein kinase superfamily protein	ARCK1 CRK45 At4g11890 T26M18.100 T26M18_100
F4JPT7	F4JPT7_ARATH	unreviewed	Protein kinase superfamily protein	ARCK1 CRK45 At4g11890 T26M18.100 T26M18_100
Q8GY82	CRK45_ARATH	reviewed	Cysteine-rich receptor-like protein kinase 45 (Cysteine-rich RLK45) (EC 2.7.11.1) (ABA- and osmotic stress-inducible receptor-like cytosolic kinase 1)	CRK45 ARCK1 At4g11890
Q66WT5	SGR2_ARATH	reviewed	Protein STAY-GREEN 2, chloroplastic (Protein NON-YELLOWING 2) (Protein STAYGREEN 2)	SGR2 NYE2 SGN2 At4g11910 T26M18.120
Q8VZS9	FZR1_ARATH	reviewed	Protein FIZZY-RELATED 1 (Cell cycle switch protein CCS52A2)	FZR1 CCS52A2 CDH1-1 At4g11920 T26M18.130
F4JPU9	F4JPU9_ARATH	unreviewed	PGR5-like B	PGRL1B PGR5-like B At4g11960 F16J13.30 F16J13_30
Q8GYC7	PGL1B_ARATH	reviewed	PGR5-like protein 1B, chloroplastic (Ferredoxin-plastoquinone reductase 2)	PGRL1B At4g11960 F16J13.30
Q9SZ65	Q9SZ65_ARATH	unreviewed	SNARE associated Golgi protein family	At4g12000 F16J13.70 F16J13_70
B3H4T8	B3H4T8_ARATH	unreviewed	Protein kinase family protein	WRKY19 ATWRKY19 ERK KINASE KINASE 4 MAPK MAPKKK11 MEKK4 At4g12020 F16J13.90 F16J13_90
F4JPV9	F4JPV9_ARATH	unreviewed	Protein kinase family protein	WRKY19 ATWRKY19 ERK KINASE KINASE 4 MAPK MAPKKK11 MEKK4 At4g12020 F16J13.90 F16J13_90
Q9SZ67	WRK19_ARATH	reviewed	Probable WRKY transcription factor 19 (WRKY DNA-binding protein 19)	WRKY19 At4g12020 F16J13.90
F4JPW1	BASS5_ARATH	reviewed	Probable sodium/metabolite cotransporter BASS5, chloroplastic (Bile acid transporter 5) (Bile acid-sodium symporter family protein 5)	BASS5 BAT5 At4g12030 F16J13.100
Q9SZ70	AHL26_ARATH	reviewed	AT-hook motif nuclear-localized protein 26	AHL26 At4g12050 F16J13.120
Q8GW78	CLPT2_ARATH	reviewed	ATP-dependent Clp protease ATP-binding subunit CLPT2, chloroplastic	CLPT2 CLPS2 At4g12060 F16J13.130
Q8VYJ2	AHL1_ARATH	reviewed	AT-hook motif nuclear-localized protein 1	AHL1 At4g12080 F16J13_150
Q9STJ0	Q9STJ0_ARATH	unreviewed	RING/U-box superfamily protein	At4g12210 T4C9.50 T4C9_50
Q9STI7	Q9STI7_ARATH	unreviewed	Zinc finger (C2H2 type) family protein	At4g12240 At4g12240/T4C9_80 T4C9.80 T4C9_80
Q9STI6	GAE5_ARATH	reviewed	UDP-glucuronate 4-epimerase 5 (EC 5.1.3.6) (UDP-glucuronic acid epimerase 5)	GAE5 At4g12250 T4C9.90
Q9SPG1	Q9SPG1_ARATH	unreviewed	Myb domain protein 42 (Putative transcription factor)	MYB42 AtMYB42 myb domain protein 42 At4g12350 T4C9.190 T4C9_190
Q9STH2	Q9STH2_ARATH	unreviewed	Pectin methylesterase inhibitor 1	T4C9.230 PME1 At4g12390 At4g12390/T4C9.230 T1P17.4
Q9STH1	HSOP3_ARATH	reviewed	Hsp70-Hsp90 organizing protein 3 (AtHop3)	HOP3 At4g12400 T4C9.240
Q9SU37	Q9SU37_ARATH	unreviewed	At4g12450 (Zinc finger (C2H2 type) family protein)	At4g12450 T1P17.40 T1P17_40
Q9SU36	ORP2B_ARATH	reviewed	Oxysterol-binding protein-related protein 2B (OSBP-related protein 2B)	ORP2B At4g12460 T1P17.50
Q9SU35	ERLL1_ARATH	reviewed	pEARLI1-like lipid transfer protein 1 (Protein AZELAIC ACID INDUCED 1)	AZI1 At4g12470 T1P17.60
Q9S7U3	Q9S7U3_ARATH	unreviewed	At4g12520 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein) (PEARLI 1-like protein)	At4g12510 At4g12520 T1P17.100 T1P17.110 T1P17_100
Q9SU30	CPR1_ARATH	reviewed	F-box protein CPR1 (Protein CONSTITUTIVE EXPRESSER OF PR GENES 1) (Protein CONSTITUTIVE EXPRESSER OF PR GENES 30)	CPR1 CPR30 At4g12560 T1P17.150
Q9SU27	Q9SU27_ARATH	unreviewed	ER membrane protein complex subunit 3	At4g12590 T1P17.180 T1P17_180
Q9SU25	T2FA_ARATH	reviewed	Transcription initiation factor IIF subunit alpha (TFIIF-alpha) (General transcription factor IIF subunit 1) (Transcription initiation factor RAP74 homolog) (AtRAP74)	RAP74 TF2Falpha At4g12610 T1P17.200
Q9SU24	ORC1B_ARATH	reviewed	Origin of replication complex subunit 1B (AtORC1b) (Origin recognition complex 1b protein) (Protein UNFERTILIZED EMBRYO SAC 13)	ORC1B UNE13 At4g12620 T1P17.210
F4JRE0	TMN12_ARATH	reviewed	Transmembrane 9 superfamily member 12 (Endomembrane protein 7) (Transmembrane nine protein 12) (AtTMN12)	TMN12 EMP7 At4g12650 T1P17.240
Q700D7	Q700D7_ARATH	unreviewed	At4g12670 (Homeodomain-like superfamily protein) (MYB transcription factor)	At4g12670 T20K18.20 T20K18_20
F4JRE7	F4JRE7_ARATH	unreviewed	MutT/nudix family protein	NUDT7 AtNUDT7 ATNUDX7 GFG1 GROWTH FACTOR GENE 1 At4g12720 T20K18.70 T20K18_70
Q9SU14	NUDT7_ARATH	reviewed	Nudix hydrolase 7 (AtNUDT7) (EC 3.6.1.-) (ADP-ribose pyrophosphatase) (EC 3.6.1.13) (NADH pyrophosphatase) (EC 3.6.1.22) (Protein GROWTH FACTOR GENE 1)	NUDT7 GFG1 NUDX7 At4g12720 T20K18.70
Q9SU13	FLA2_ARATH	reviewed	Fasciclin-like arabinogalactan protein 2	FLA2 At4g12730 T20K18.80
F4JRG0	F4JRG0_ARATH	unreviewed	Chaperone DnaJ-domain superfamily protein	At4g12780 T20K18.130 T20K18_130
Q9SU08	AUXI1_ARATH	reviewed	Auxilin-related protein 1 (Auxilin-like protein 1)	AUXI1 At4g12780 T20K18.130
Q9SUI4	PSAL_ARATH	reviewed	Photosystem I reaction center subunit XI, chloroplastic (PSI-L) (PSI subunit V)	PSAL At4g12800 T20K18.150
F4JRH4	F4JRH4_ARATH	unreviewed	Far-red impaired responsive (FAR1) family protein	At4g12850 T20K18.200 T20K18_200
Q6NLE7	Q6NLE7_ARATH	unreviewed	At4g12850 (Far-red impaired responsive (FAR1) family protein)	At4g12850 T20K18.200 T20K18_200
Q9SU01	Q9SU01_ARATH	unreviewed	Uncharacterized protein AT4g12850 (Uncharacterized protein T20K18.200)	T20K18.200 At4g12850
F4JRH9	F4JRH9_ARATH	unreviewed	Early nodulin-like protein 19	ENODL19 AtENODL19 early nodulin-like protein 19 At4g12880 T20K18.230 T20K18_230
Q9STZ8	Q9STZ8_ARATH	unreviewed	At4g12880 (Blue copper-binding protein, 15K (Lamin)) (Early nodulin-like protein 19)	AtENODL19 early nodulin-like protein 19 ENODL19 At4g12880 T20K18.230 T20K18_230
Q9SV74	Q9SV74_ARATH	unreviewed	Fasciclin-like arabinogalactan family protein	At4g12950 F25G13.40 F25G13_40
Q9SV71	B561O_ARATH	reviewed	Cytochrome b561 and DOMON domain-containing protein At4g12980 (Protein b561A.tha15)	At4g12980 F25G13.70
Q9SV69	Q9SV69_ARATH	unreviewed	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein (At4g13000)	At4g13000 At4g13000/F25G13_90 F25G13.90 F25G13_90
B3H7B5	B3H7B5_ARATH	unreviewed	Protein kinase superfamily protein	MHK PROTEIN KINASE At4g13020 F25G13.110 F25G13_110
F4JS69	F4JS69_ARATH	unreviewed	Protein kinase superfamily protein	MHK PROTEIN KINASE At4g13020 F25G13.110 F25G13_110
F4JS72	F4JS72_ARATH	unreviewed	Protein kinase superfamily protein	MHK PROTEIN KINASE At4g13020 F25G13.110 F25G13_110
P43294	MHK_ARATH	reviewed	Serine/threonine-protein kinase MHK (EC 2.7.11.22)	MHK At4g13020 F25G13.110
F4JS76	F4JS76_ARATH	unreviewed	Integrase-type DNA-binding superfamily protein	At4g13040 F25G13.130 F25G13_130
Q56XP9	ERFL1_ARATH	reviewed	Ethylene-responsive transcription factor-like protein At4g13040	At4g13040 F25G13.130
Q9SVQ9	Q9SVQ9_ARATH	unreviewed	AT4g13180/F17N18_70 (NAD(P)-binding Rossmann-fold superfamily protein) (Short-chain alcohol dehydrogenase like protein)	At4g13180 F17N18.70 F17N18_70
Q941C5	CLE44_ARATH	reviewed	CLAVATA3/ESR (CLE)-related protein 44 (Tracheary element differentiation inhibitory factor-like protein) (TDIF-like protein) [Cleaved into: CLE44p]	CLE44 At4g13195 F17N18
Q6NLB6	Q6NLB6_ARATH	unreviewed	At4g13220 (Transmembrane protein)	At4g13220 F17N18.110 F17N18_110
Q9SVQ3	ROGF9_ARATH	reviewed	Rop guanine nucleotide exchange factor 9 (AtRopGEF9) (Rho of plants guanine nucleotide exchange factor 9)	ROPGEF9 At4g13240 F17N18.130
F4JSA6	F4JSA6_ARATH	unreviewed	NAD(P)-binding Rossmann-fold superfamily protein	NYC1 NON-YELLOW COLORING 1 At4g13250 F17N18.140 F17N18_140
Q93ZA0	NYC1_ARATH	reviewed	Probable chlorophyll(ide) b reductase NYC1, chloroplastic (EC 1.1.1.294) (Protein NON-YELLOW COLORING 1) (AtNYC1)	NYC1 At4g13250 F17N18.140
Q1PE85	Q1PE85_ARATH	unreviewed	Ankyrin repeat protein	At4g13266
F4JT04	F4JT04_ARATH	unreviewed	Serinc-domain containing serine and sphingolipid biosynthesis protein	MEE55 At4g13345
Q93YS8	Q93YS8_ARATH	unreviewed	Serinc-domain containing serine and sphingolipid biosynthesis protein	MEE55 At4g13345
Q9T0K7	HIBC6_ARATH	reviewed	3-hydroxyisobutyryl-CoA hydrolase-like protein 3, mitochondrial (EC 3.1.2.-)	At4g13360 T9E8.100
Q9T0G7	SUVH9_ARATH	reviewed	Histone-lysine N-methyltransferase family member SUVH9 (Histone H3-K9 methyltransferase 9) (H3-K9-HMTase 9) (Protein SET DOMAIN GROUP 22) (Suppressor of variegation 3-9 homolog protein 9) (Su(var)3-9 homolog protein 9)	SUVH9 SDG22 SET22 At4g13460 T6G15.10
Q9T0G9	Q9T0G9_ARATH	unreviewed	Myb domain protein 79 (Myb-like protein) (Putative myb protein)	AtMYB79 myb domain protein 79 MYB79 At4g13480 T6G15.30 T6G15_30
Q9T0H1	Q9T0H1_ARATH	unreviewed	At4g13500 (Transmembrane protein)	At4g13500 T6G15.50 T6G15_50
P54144	AMT11_ARATH	reviewed	Ammonium transporter 1 member 1 (AtAMT1;1)	AMT1-1 At4g13510 T6G15.60
Q9T0H2	SMAP1_ARATH	reviewed	Small acidic protein 1	SMAP1 At4g13520 T6G15.70
Q67ZR8	Q67ZR8_ARATH	unreviewed	Transmembrane protein	At4g13530 T6G15.80 T6G15_80
Q8VXX1	Q8VXX1_ARATH	unreviewed	Transmembrane protein	At4g13530 T6G15.80 T6G15_80
Q9T0H4	Q9T0H4_ARATH	unreviewed	Golgin family A protein	At4g13540 T6G15.90 T6G15_90
Q9SVQ0	ERF62_ARATH	reviewed	Ethylene-responsive transcription factor ERF062	ERF062 At4g13620 F18A5.10
Q8LAJ7	PHL3_ARATH	reviewed	Protein PHR1-LIKE 3 (Myb family transcription factor PHL3) (Protein UNFERTILIZED EMBRYO SAC 16)	PHL3 UNE16 At4g13640 F18A5.30
Q9SVP6	PILR2_ARATH	reviewed	Pinoresinol reductase 2 (AtPrR2) ((-)-pinoresinol reductase) (EC 1.23.1.3) (Pinoresinol-lariciresinol reductase 2) (AtPLR2)	PRR2 PLR2 At4g13660 F18A5.50
A1A6M1	PTAC5_ARATH	reviewed	Protein disulfide isomerase pTAC5, chloroplastic (EC 5.3.4.1) (Protein PLASTID TRANSCRIPTIONALLY ACTIVE 5) (pTAC5)	PTAC5 At4g13670 F18A5.60
F4JTS3	F4JTS3_ARATH	unreviewed	Pectate lyase (EC 4.2.2.2)	At4g13710 F18A5.100 F18A5_100
Q944R1	PLY15_ARATH	reviewed	Probable pectate lyase 15 (EC 4.2.2.2) (Pectate lyase A11)	At4g13710 F18A5.100
P48421	C83A1_ARATH	reviewed	Cytochrome P450 83A1 (EC 1.14.14.43) (CYPLXXXIII) (Protein REDUCED EPIDERMAL FLUORESCENCE 2)	CYP83A1 CYP83 REF2 At4g13770 F18A5.160
Q9SVN5	SYMC_ARATH	reviewed	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	At4g13780 F18A5.170
Q9SVN2	RLP47_ARATH	reviewed	Receptor-like protein 47 (AtRLP47)	RLP47 At4g13810 F18A5.200
Q3EA41	Q3EA41_ARATH	unreviewed	DNAJ-like 20	J20 DJC26 DNA J protein C26 DNAJ-like 20 At4g13830 F18A5.220 F18A5_220
Q9SDN0	DNJ20_ARATH	reviewed	Chaperone protein dnaJ 20, chloroplastic (AtDjC20) (AtJ20)	ATJ20 C20 J20 At4g13830 F18A5.220
A8MRQ4	A8MRQ4_ARATH	unreviewed	Glycine-rich RNA-binding protein 2	GR-RBP2 ATGRP2 glycine rich protein 2 GRP2 At4g13850 F18A5.240 F18A5_240
A8MSB9	A8MSB9_ARATH	unreviewed	Glycine-rich RNA-binding protein 2	GR-RBP2 ATGRP2 glycine rich protein 2 GRP2 At4g13850 F18A5.240 F18A5_240
F4JTU2	F4JTU2_ARATH	unreviewed	Glycine-rich RNA-binding protein 2	GR-RBP2 ATGRP2 glycine rich protein 2 GRP2 At4g13850 F18A5.240 F18A5_240
Q9SVM8	RBG2_ARATH	reviewed	Glycine-rich RNA-binding protein 2, mitochondrial (AtGR-RBP2) (AtRBG2) (Glycine-rich protein 2) (AtGRP2) (Mitochondrial RNA-binding protein 1a) (At-mRBP1a)	RBG2 GR-RBP2 GRP2 MRBP1A At4g13850 F18A5.240
Q84LH3	WEX_ARATH	reviewed	Werner Syndrome-like exonuclease (EC 3.1.-.-)	WEX WRNEXO At4g13870 F18A5.260
O23254	GLYC4_ARATH	reviewed	Serine hydroxymethyltransferase 4 (AtSHMT4) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 4) (Serine methylase 4)	SHM4 SHMT4 At4g13930 dl3005c FCAALL.160
A8MQP1	A8MQP1_ARATH	unreviewed	S-adenosyl-L-homocysteine hydrolase	HOG1 ATSAHH1 EMB1395 EMBRYO DEFECTIVE 1395 MEE58 SAH1 SAHH1 At4g13940 Dl3010W FCAALL.35
F4JTV4	F4JTV4_ARATH	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	HOG1 ATSAHH1 EMB1395 EMBRYO DEFECTIVE 1395 MEE58 SAH1 SAHH1 At4g13940 Dl3010W FCAALL.35
F4JTV5	F4JTV5_ARATH	unreviewed	S-adenosyl-L-homocysteine hydrolase	HOG1 ATSAHH1 EMB1395 EMBRYO DEFECTIVE 1395 MEE58 SAH1 SAHH1 At4g13940 Dl3010W FCAALL.35
O23255	SAHH1_ARATH	reviewed	Adenosylhomocysteinase 1 (AdoHcyase 1) (EC 3.3.1.1) (Protein EMBRYO DEFECTIVE 1395) (Protein HOMOLOGY-DEPENDENT GENE SILENCING 1) (S-adenosyl-L-homocysteine hydrolase 1) (SAH hydrolase 1)	SAHH1 EMB1395 HOG1 At4g13940 dl3010w
Q94BZ5	HSFA5_ARATH	reviewed	Heat stress transcription factor A-5 (AtHsfA5) (AtHsf-12)	HSFA5 HSF12 At4g13980 dl3030c FCAALL.27
O23264	SEBP1_ARATH	reviewed	Selenium-binding protein 1	SBP1 At4g14030 dl3055c FCAALL.79
Q93WN0	SEBP2_ARATH	reviewed	Selenium-binding protein 2 (Protein EMBRYO SAC DEVELOPMENT ARREST 38)	SBP2 EDA38 At4g14040 dl3061c FCAALL.29
O23267	O23267_ARATH	unreviewed	AT4g14060/dl3070w (Major latex protein like) (Polyketide cyclase/dehydrase and lipid transport superfamily protein)	dl3070w At4g14060 Dl3070W FCAALL.193
F4JUK8	F4JUK8_ARATH	unreviewed	F-box/RNI-like superfamily protein	At4g14103
Q8L7H1	FBL75_ARATH	reviewed	F-box/LRR-repeat protein At4g14103	At4g14103 dl3085w
P43255	CSN8_ARATH	reviewed	COP9 signalosome complex subunit 8 (CSN complex subunit 8) (Constitutive photomorphogenesis protein 9) (Protein FUSCA 7)	CSN8 COP9 FUS7 At4g14110 dl3095c
Q38911	XTH15_ARATH	reviewed	Xyloglucan endotransglucosylase/hydrolase protein 15 (At-XTH15) (XTH-15) (EC 2.4.1.207) (EC 3.2.1.151)	XTH15 XTR7 At4g14130 dl3105c FCAALL.173
O23273	DNMT4_ARATH	reviewed	DNA (cytosine-5)-methyltransferase 4 (EC 2.1.1.37) (DNA methyltransferase 4) (DNA methyltransferase IIa) (DMT02) (MET02)	MET4 DMT2 MET2 METIIa At4g14140 dl3110w
F4JUL8	F4JUL8_ARATH	unreviewed	Actin-related protein 2/3 complex subunit 4	ARPC4 At4g14147
F4JUL9	ARPC4_ARATH	reviewed	Actin-related protein 2/3 complex subunit 4 (Actin-related protein C4) (Arp2/3 complex 20 kDa subunit) (p20-ARC)	ARPC4 At4g14147 dl3115c FCAALL.159
Q9LDN0	KN12A_ARATH	reviewed	Kinesin-like protein KIN-12A (Phragmoplast-associated kinesin-related protein 1) (AtPAKRP1)	KIN12A PAKRP1 At4g14150 dl3115c FCAALL.159
F4JUM1	F4JUM1_ARATH	unreviewed	Protein transport protein SEC23	At4g14160 Dl3120W FCAALL.112
F4JUM3	F4JUM3_ARATH	unreviewed	Protein transport protein SEC23	At4g14160 Dl3120W FCAALL.112
Q8VXX0	Q8VXX0_ARATH	unreviewed	Protein transport protein SEC23	At4g14160 Dl3120W FCAALL.112
Q4TU14	RHF1A_ARATH	reviewed	E3 ubiquitin-protein ligase RHF1A (EC 2.3.2.27) (RING-H2 finger F1a) (RING-H2 zinc finger protein RHF1a) (RING-type E3 ubiquitin transferase RHF1A)	RHF1A At4g14220 dl3150w FCAALL.146
Q3EA33	SAP8_ARATH	reviewed	Putative zinc finger A20 and AN1 domain-containing stress-associated protein 8 (AtSAP8)	SAP8 At4g14225 FCAALL.449
Q4V3C7	Y4423_ARATH	reviewed	DUF21 domain-containing protein At4g14230 (CBS domain-containing protein CBSDUF2)	CBSDUF2 At4g14230 dl3155c FCAALL.147
Q94AR4	CID2_ARATH	reviewed	Polyadenylate-binding protein-interacting protein 2 (PABP-interacting protein 2) (Poly(A)-binding protein-interacting protein 2) (PAM2-containing protein CID2) (Protein CTC-INTERACTING DOMAIN 2)	CID2 At4g14270 dl3175w
B3H467	B3H467_ARATH	unreviewed	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	At4g14305
Q56WE5	Q56WE5_ARATH	unreviewed	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	At4g14305 At4g14310
F4JUQ2	KCAI_ARATH	reviewed	KIN14B-interacting protein At4g14310	At4g14310 dl3195c
Q8VWI7	KN10A_ARATH	reviewed	Kinesin-like protein KIN-10A (Phragmoplast-associated kinesin-related protein 2) (AtPAKRP2)	KIN10A PAKRP2 At4g14330 dl3205w FCAALL.179
Q39050	CKL11_ARATH	reviewed	Casein kinase 1-like protein 11 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 11)	CKL11 CKI1 At4g14340 dl3210c
P58728	SF3BB_ARATH	reviewed	Uncharacterized protein At4g14342	At4g14342 FCAALL.352
F4JVE9	F4JVE9_ARATH	unreviewed	Disease resistance protein (TIR-NBS-LRR class) family	At4g14370 Dl3225c FCAALL.185
B9DG35	B9DG35_ARATH	unreviewed	AT4G14385 protein (Histone acetyltransferase subunit NuA4-domain protein)	At4g14385
F4JVF3	F4JVF3_ARATH	unreviewed	Histone acetyltransferase subunit NuA4-domain protein	At4g14385
Q93VF4	Q93VF4_ARATH	unreviewed	Histone acetyltransferase subunit NuA4-domain protein	At4g14385 At4g14385/FCAALL.166
Q8LPS2	ACD6_ARATH	reviewed	Protein ACCELERATED CELL DEATH 6	ACD6 At4g14400 dl3240w FCAALL.190
Q8L467	BH104_ARATH	reviewed	Transcription factor bHLH104 (Basic helix-loop-helix protein 104) (AtbHLH104) (bHLH 104) (Transcription factor EN 136) (bHLH transcription factor bHLH104)	BHLH104 EN136 At4g14410 dl3245w FCAALL.201
O23298	O23298_ARATH	unreviewed	AT4g14420/dl3250c (Elicitor like protein) (HR-like lesion-inducing protein-like protein)	dl3250c At4g14420 Dl3250c FCAALL.105
O23299	ECI2_ARATH	reviewed	Enoyl-CoA delta isomerase 2, peroxisomal (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl CoA isomerase 2) (AtECI2) (Indole-3-butyric acid response 10)	ECI2 IBR10 At4g14430 dl3255c
O23300	ECI3_ARATH	reviewed	Enoyl-CoA delta isomerase 3 (EC 5.3.3.8) (3-hydroxyacyl-CoA dehydratase 1) (Delta(3),Delta(2)-enoyl CoA isomerase 3) (AtECI3)	ECI3 HCD1 At4g14440 dl3260c
Q94CG2	BET12_ARATH	reviewed	Bet1-like SNARE 1-2 (AtBET12) (Bet1/Sft1-like SNARE 14b) (AtBS14b)	BET12 At4g14455 FCAALL.379
Q8GWQ2	AHL20_ARATH	reviewed	AT-hook motif nuclear-localized protein 20	AHL20 RNH1 At4g14465 FCAALL.196
O23304	BLUS1_ARATH	reviewed	Serine/threonine-protein kinase BLUS1 (EC 2.7.11.1) (Protein BLUE LIGHT SIGNALING 1)	BLUS1 At4g14480 dl3280c
O23305	Y4449_ARATH	reviewed	FHA domain-containing protein At4g14490	At4g14490 dl3285c
Q6NML5	RPB7L_ARATH	reviewed	DNA-directed RNA polymerase subunit 7-like protein	NRPB7L At4g14520 dl3300w
O23310	NFYB3_ARATH	reviewed	Nuclear transcription factor Y subunit B-3 (AtNF-YB-3) (Transcriptional activator HAP3C)	NFYB3 HAP3C At4g14540 dl3310w FCAALL.252
Q38832	IAA14_ARATH	reviewed	Auxin-responsive protein IAA14 (Indoleacetic acid-induced protein 14) (Protein SOLITARY ROOT)	IAA14 SLR1 At4g14550 dl3315c FCAALL.254
P49677	IAA1_ARATH	reviewed	Auxin-responsive protein IAA1 (Indoleacetic acid-induced protein 1)	IAA1 At4g14560 dl3320w FCAALL.409
F4JVI3	MTEF5_ARATH	reviewed	Transcription termination factor MTERF5, chloroplastic (Mitochondrial transcription termination factor 5) (Protein MTERF DEFECTIVE IN ARABIDOPSIS 1)	MTERF5 MDA1 At4g14605
O23317	DRL24_ARATH	reviewed	Probable disease resistance protein At4g14610 (pCol1)	At4g14610 dl3345c FCAALL.272
O23320	CML8_ARATH	reviewed	Calmodulin-like protein 8 (AtCaM-8)	CML8 CAM8 At4g14640 dl3360w FCAALL.157
A6QRA1	NRPE7_ARATH	reviewed	DNA-directed RNA polymerase V subunit 7	NRPE7 At4g14660 dl3370c
F4JVJ1	CLPB2_ARATH	reviewed	Putative chaperone protein ClpB2, chloroplastic (ATP-dependent Clp protease ATP-binding subunit ClpB homolog 2) (Casein lytic proteinase B2)	CLPB2 CLPB4 At4g14670 dl3375w FCAALL.285
O23324	APS3_ARATH	reviewed	ATP-sulfurylase 3, chloroplastic (EC 2.7.7.4)	APS3 At4g14680 dl3380c FCAALL.128
Q94K66	ELIP2_ARATH	reviewed	Early light-induced protein 2, chloroplastic	ELIP2 At4g14690 dl3385w FCAALL.232
Q710E8	ORC1A_ARATH	reviewed	Origin of replication complex subunit 1A (AtORC1a) (Origin recognition complex subunit 1a)	ORC1A At4g14700 dl3390w FCAALL.93
B3H6E4	B3H6E4_ARATH	unreviewed	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)	ATARD2 At4g14710 Dl3395c FCAALL.141
F4JIE0	F4JIE0_ARATH	unreviewed	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)	ATARD2 At4g14710 Dl3395c FCAALL.141
F4JIE1	F4JIE1_ARATH	unreviewed	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)	ATARD2 At4g14710 Dl3395c FCAALL.141
Q8W108	MTND3_ARATH	reviewed	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 3 (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring) 3) (ARD 3) (Fe-ARD 3)	ARD3 At4g14710 dl3395c FCAALL.141
F4JIE4	F4JIE4_ARATH	unreviewed	TIFY domain/Divergent CCT motif family protein	PPD1 PEAPOD 1 TIFY4A At4g14713
Q7XA73	TIF4A_ARATH	reviewed	Protein TIFY 4A (Protein PEAPOD 1)	TIFY4A PPD1 At4g14713 FCAALL
Q8GXE2	MTND2_ARATH	reviewed	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 2 (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring) 2) (ARD 2) (Fe-ARD 2)	ARD2 At4g14716 dl3395c FCAALL.100
Q8GY55	TIF4B_ARATH	reviewed	Protein TIFY 4B (Protein PEAPOD 2)	TIFY4B PPD2 At4g14720 dl3400c FCAALL.297
F4JIE8	LFG1_ARATH	reviewed	Protein LIFEGUARD 1 (AtLFG1)	LFG1 At4g14730 Dl3405W FCAALL.300
Q683C3	Q683C3_ARATH	unreviewed	Auxin canalization protein (DUF828)	At4g14740 Dl3410c FCAALL.302
Q8VY20	Q8VY20_ARATH	unreviewed	Auxin canalization protein (DUF828)	At4g14740 Dl3410c FCAALL.302
F4JIF4	NET1B_ARATH	reviewed	Protein NETWORKED 1B	NET1B At4g14760 dl3420w
F4JIF5	TCX2_ARATH	reviewed	Protein tesmin/TSO1-like CXC 2 (AtTCX2) (Protein TSO1-like 2) (Protein SOL2)	TCX2 SOL2 At4g14770 dl3425c FCAALL.306
Q9SMX1	SUV3M_ARATH	reviewed	DExH-box ATP-dependent RNA helicase DExH16, mitochondrial (EC 3.6.4.13) (ATP-dependent RNA helicase SUV3) (AtSUV3) (Protein EMBRYO SAC DEVELOPMENT ARREST 15) (Protein POLLEN DEVELOPMENT DEFECTIVE 17) (Protein POLLEN DEVELOPMENT DEFECTIVE 26) (Protein SUPPRESSOR OF VAR 3)	SUV3 EDA15 PDD17 PDD26 At4g14790 dl3435c FCAALL.309
F4JIF9	F4JIF9_ARATH	unreviewed	Proteasome subunit beta (EC 3.4.25.1)	PBD2 20S proteasome beta subunit D2 At4g14800 Dl3440W FCAALL.135
O24633	PSB2B_ARATH	reviewed	Proteasome subunit beta type-2-B (EC 3.4.25.1) (20S proteasome beta subunit D-2) (Proteasome component GA) (Proteasome subunit beta type-4)	PBD2 PRCGA At4g14800 dl3440w FCAALL.135
